frame,sideline_top_left,big_rect_left_top_pt1,big_rect_left_top_pt2,big_rect_left_bottom_pt1,big_rect_left_bottom_pt2,small_rect_left_top_pt1,small_rect_left_top_pt2,small_rect_left_bottom_pt1,small_rect_left_bottom_pt2,sideline_bottom_left,left_semicircle_right,center_line_top,center_line_bottom,center_circle_top,center_circle_bottom,field_center,sideline_top_right,big_rect_right_top_pt1,big_rect_right_top_pt2,big_rect_right_bottom_pt1,big_rect_right_bottom_pt2,small_rect_right_top_pt1,small_rect_right_top_pt2,small_rect_right_bottom_pt1,small_rect_right_bottom_pt2,sideline_bottom_right,right_semicircle_left,center_circle_left,center_circle_right
00010,0.3825025260448456,0.12081284821033478,0.7080938816070557,0.00862959399819374,0.02968834713101387,0.038310445845127106,0.1675303876399994,0.018029019236564636,0.031245656311511993,0.008634734898805618,0.8616160154342651,0.015397635288536549,0.010651716962456703,0.07004181295633316,0.041007474064826965,0.0360519140958786,0.01673698052763939,0.0164981447160244,0.008628574199974537,0.008705382235348225,0.005498593673110008,0.017837323248386383,0.03103882633149624,0.005173353012651205,0.006784624420106411,0.010980037972331047,0.09383976459503174,0.12626774609088898,0.13417521119117737
00011,0.0025981771759688854,0.0011002487735822797,0.007837784476578236,0.007159171625971794,0.002395625226199627,0.0012832919601351023,0.002611285075545311,0.006120576523244381,0.004726147744804621,0.00914665125310421,0.019266780465841293,0.012362645007669926,0.00869159959256649,0.026229381561279297,0.01883571222424507,0.018424198031425476,0.9063933491706848,0.9624712467193604,0.5569645762443542,0.03511848300695419,0.6680856943130493,0.947540819644928,0.9639570713043213,0.3084617853164673,0.7417279481887817,0.008947712369263172,0.9421414732933044,0.034319374710321426,0.03553558140993118
00012,0.012017027474939823,0.01061667874455452,0.016371719539165497,0.01740824244916439,0.007329942658543587,0.01078059058636427,0.020923497155308723,0.017501847818493843,0.024561168625950813,0.0071192276664078236,0.006366004701703787,0.015198973938822746,0.007621581666171551,0.015341603197157383,0.014967150054872036,0.014006063342094421,0.9170293807983398,0.938720703125,0.7885257601737976,0.10276187211275101,0.586163341999054,0.8968513607978821,0.9444704651832581,0.5293929576873779,0.8594576120376587,0.009277667850255966,0.6929425001144409,0.012608577497303486,0.01333799958229065
00013,0.16154824197292328,0.1542656123638153,0.3047851622104645,0.08247602730989456,0.2438540905714035,0.21129807829856873,0.27969664335250854,0.2192564457654953,0.2666092813014984,0.03223882615566254,0.4473237991333008,0.05825898051261902,0.04048413038253784,0.07582361996173859,0.07535196095705032,0.06813808530569077,0.027861451730132103,0.03548602759838104,0.03828565031290054,0.11881913244724274,0.12103186547756195,0.08651761710643768,0.08262886106967926,0.14790058135986328,0.14777083694934845,0.0447702556848526,0.12228160351514816,0.09369702637195587,0.09686069935560226
00014,0.8207024335861206,0.8869620561599731,0.6668081879615784,0.035378869622945786,0.6992103457450867,0.8708910346031189,0.9205231666564941,0.26626408100128174,0.6876633167266846,0.010028756223618984,0.9291870594024658,0.017611384391784668,0.012462850660085678,0.028791720047593117,0.024067359045147896,0.023308077827095985,0.0033129327930510044,0.0020088874734938145,0.009152598679065704,0.014432922936975956,0.008363082073628902,0.0035107959993183613,0.005892465356737375,0.010464532300829887,0.009398159570991993,0.01324373111128807,0.0242762453854084,0.036255985498428345,0.03788942098617554
00015,0.4494662582874298,0.26077666878700256,0.8289257884025574,0.033587414771318436,0.3143581748008728,0.14290738105773926,0.4321540892124176,0.0433768667280674,0.1331474632024765,0.021287648007273674,0.7160719633102417,0.1362721025943756,0.038443781435489655,0.1477729231119156,0.1395604908466339,0.13039159774780273,0.08604172617197037,0.10778538882732391,0.062431998550891876,0.15096406638622284,0.08236421644687653,0.12727873027324677,0.12042028456926346,0.15088821947574615,0.15254634618759155,0.03954309597611427,0.09020749479532242,0.1445881426334381,0.18752305209636688
00016,0.0023975700605660677,0.0009195698658004403,0.008477984927594662,0.006544818170368671,0.002088516717776656,0.001291320426389575,0.0026554276701062918,0.00814030971378088,0.006061539985239506,0.006923855282366276,0.02021803706884384,0.008718032389879227,0.006750499363988638,0.017546221613883972,0.012965497560799122,0.012869997881352901,0.8090464472770691,0.9467939734458923,0.2215365618467331,0.030779551714658737,0.6373387575149536,0.9503956437110901,0.9567885398864746,0.33822986483573914,0.7682696580886841,0.007207375019788742,0.8705386519432068,0.023991964757442474,0.02471381612122059
00017,0.010644643567502499,0.008773873560130596,0.019428839907050133,0.019084947183728218,0.009227893315255642,0.00947363767772913,0.02023082971572876,0.020286835730075836,0.0296323299407959,0.0058655161410570145,0.007132671773433685,0.014611351303756237,0.007055756635963917,0.015018175356090069,0.015200022608041763,0.013579754158854485,0.910505473613739,0.9467273950576782,0.6842795014381409,0.14405161142349243,0.6606646180152893,0.930357038974762,0.9543400406837463,0.6787384748458862,0.915995180606842,0.008803565986454487,0.6367161273956299,0.012646317481994629,0.013604599051177502
00018,0.002296177437528968,0.0008351908763870597,0.007597168441861868,0.005700009874999523,0.0016622900729998946,0.0009236161131411791,0.002047689398750663,0.004799535498023033,0.003642770228907466,0.007627026177942753,0.020334675908088684,0.010350357741117477,0.00717109115794301,0.025959454476833344,0.017497913911938667,0.01706901378929615,0.9194197058677673,0.9670219421386719,0.5713369846343994,0.02344987355172634,0.6264905333518982,0.9475892782211304,0.9682479500770569,0.2105969935655594,0.6735464930534363,0.00715282279998064,0.9546403288841248,0.03651556372642517,0.037461549043655396
00019,0.008741970174014568,0.007862615399062634,0.014511379413306713,0.018747912719845772,0.00942634604871273,0.008819387294352055,0.017594726756215096,0.018886441364884377,0.025896579027175903,0.005851707886904478,0.006551350932568312,0.015438374131917953,0.007058850023895502,0.01705668866634369,0.01695050485432148,0.014876237139105797,0.9180471301078796,0.9466270208358765,0.787415087223053,0.14485137164592743,0.71799236536026,0.926724374294281,0.9550643563270569,0.6789785027503967,0.9159131646156311,0.008450891822576523,0.7422285079956055,0.014255757443606853,0.015446154400706291
00020,0.0037396440748125315,0.0025821970775723457,0.009133203886449337,0.01258359756320715,0.0059416573494672775,0.0033209328539669514,0.006236754357814789,0.006961115635931492,0.006044985726475716,0.011009053327143192,0.038804665207862854,0.0275911595672369,0.012015685439109802,0.07478434592485428,0.05203115567564964,0.047824833542108536,0.8005616664886475,0.7612870931625366,0.8806695938110352,0.02129872888326645,0.38659679889678955,0.5921637415885925,0.8085824847221375,0.08646578341722488,0.3031921982765198,0.009152339771389961,0.9600310325622559,0.10943315178155899,0.10166820883750916
00021,0.12512803077697754,0.1212252676486969,0.6824569702148438,0.3827430307865143,0.5362312197685242,0.24969561398029327,0.264020174741745,0.1863088458776474,0.27244800329208374,0.3917779326438904,0.5256068706512451,0.9362124800682068,0.6277516484260559,0.9395522475242615,0.9292031526565552,0.9231300354003906,0.06311094015836716,0.05644138157367706,0.6630262136459351,0.3787989020347595,0.3253924548625946,0.11764581501483917,0.17809033393859863,0.2314516305923462,0.1869078129529953,0.3675718903541565,0.4830312132835388,0.9386438131332397,0.917565643787384
00022,0.4896787405014038,0.8664870262145996,0.06066197156906128,0.13100436329841614,0.8273114562034607,0.950314998626709,0.903685986995697,0.8458533883094788,0.945529043674469,0.011425478383898735,0.5596174001693726,0.015163962729275227,0.011318320408463478,0.019973421469330788,0.018032856285572052,0.017114577814936638,0.0038074611220508814,0.0023532025516033173,0.014091212302446365,0.013933799229562283,0.01030600443482399,0.0044813803397119045,0.008495129644870758,0.026626208797097206,0.02084067463874817,0.010645990259945393,0.023383960127830505,0.022237079218029976,0.021557534113526344
00023,0.871446430683136,0.9106141924858093,0.7174879908561707,0.27637770771980286,0.7862238883972168,0.9200035333633423,0.9300189018249512,0.8451327085494995,0.9375893473625183,0.026866178959608078,0.7145510315895081,0.05020001530647278,0.03155932575464249,0.05178450793027878,0.046217065304517746,0.046330880373716354,0.02937384881079197,0.02287260629236698,0.047275740653276443,0.06699655950069427,0.05841488391160965,0.03251541033387184,0.05075591057538986,0.060584306716918945,0.07642445713281631,0.0332019105553627,0.03998461738228798,0.04843459278345108,0.04763927310705185
00024,0.0020107717718929052,0.0009944196790456772,0.008054452016949654,0.008411108516156673,0.00479773199185729,0.0019059586338698864,0.0036342754028737545,0.013834225945174694,0.011200115084648132,0.006631752010434866,0.016515959054231644,0.009281100705265999,0.0074483552016317844,0.01396340224891901,0.012523897923529148,0.01199596282094717,0.6447127461433411,0.932067334651947,0.0836152508854866,0.11407244205474854,0.8555715680122375,0.9710820913314819,0.952601432800293,0.8139489889144897,0.9479584097862244,0.008847642689943314,0.740908145904541,0.017023807391524315,0.018455693498253822
00025,0.008995013311505318,0.007469921838492155,0.01807134598493576,0.020812369883060455,0.011347529478371143,0.008406110107898712,0.017583472654223442,0.020542817190289497,0.02801291085779667,0.006445573642849922,0.00763226393610239,0.01765435002744198,0.008134686388075352,0.01866980828344822,0.019350912421941757,0.01668637804687023,0.9157209992408752,0.9534091949462891,0.7062101364135742,0.21681812405586243,0.7371283769607544,0.9465694427490234,0.959036648273468,0.7966471314430237,0.9429096579551697,0.010361984372138977,0.687247633934021,0.01567234843969345,0.017497487366199493
00026,0.04335080832242966,0.0487031415104866,0.05205587297677994,0.12723946571350098,0.022196359932422638,0.08938844501972198,0.08636936545372009,0.11928030848503113,0.0862451121211052,0.036372505128383636,0.024316921830177307,0.15926885604858398,0.05203540250658989,0.21112224459648132,0.1721191108226776,0.19135116040706635,0.06650237739086151,0.0470929816365242,0.2555376887321472,0.03475822135806084,0.033187877386808395,0.05153730884194374,0.12199454009532928,0.0356038473546505,0.05145566537976265,0.032196711748838425,0.1020161509513855,0.2061283141374588,0.17010626196861267
00027,0.10099361091852188,0.07756861299276352,0.2696654796600342,0.024653181433677673,0.10807056725025177,0.09030003100633621,0.18529747426509857,0.049655381590127945,0.08362638205289841,0.019447706639766693,0.30766427516937256,0.04304204508662224,0.025681164115667343,0.04269707575440407,0.04219983145594597,0.039224375039339066,0.015749959275126457,0.024482911452651024,0.012621995061635971,0.09971407800912857,0.06865528970956802,0.06624149531126022,0.04773867130279541,0.12964123487472534,0.10880020260810852,0.03233872726559639,0.04787193983793259,0.04720355197787285,0.05398284271359444
00028,0.0023568696342408657,0.0009689179714769125,0.008347800932824612,0.007108547259122133,0.0025055704172700644,0.0013829407980665565,0.002794573549181223,0.008458105847239494,0.00646267831325531,0.007124096155166626,0.0205382127314806,0.00949846301227808,0.0071317534893751144,0.0189383402466774,0.014219208620488644,0.013928243890404701,0.821696400642395,0.9492688179016113,0.26488444209098816,0.03624563291668892,0.689296543598175,0.953313946723938,0.9592943787574768,0.3856698274612427,0.799041748046875,0.007497817277908325,0.8882589340209961,0.025397608056664467,0.026269737631082535
00029,0.009260735474526882,0.007977006956934929,0.015859272330999374,0.01726350747048855,0.008384380489587784,0.008650407195091248,0.01826840080320835,0.017824137583374977,0.02593182399868965,0.005312955938279629,0.006342541892081499,0.013832950964570045,0.006375403609126806,0.014967641793191433,0.014881906099617481,0.013192196376621723,0.9168397784233093,0.9463931918144226,0.7561957240104675,0.12638472020626068,0.6807469129562378,0.9241676926612854,0.9549272656440735,0.6400668025016785,0.9080479741096497,0.007715532090514898,0.7020975351333618,0.01251648087054491,0.013486647978425026
00030,0.0496944859623909,0.06655216962099075,0.051780667155981064,0.13296806812286377,0.11298789083957672,0.12798954546451569,0.11785349249839783,0.2497350424528122,0.19844366610050201,0.05333344265818596,0.11503388732671738,0.06914124637842178,0.04969054460525513,0.08113140612840652,0.07303346693515778,0.07241697609424591,0.10397755354642868,0.09639288485050201,0.18239907920360565,0.05383160710334778,0.1382361352443695,0.12145470082759857,0.19017614424228668,0.10047221928834915,0.15185625851154327,0.040725529193878174,0.25962597131729126,0.08934253454208374,0.08028654009103775
00031,0.0025180228985846043,0.0010817234870046377,0.00916692428290844,0.007815592922270298,0.0032391438726335764,0.0017773819854483008,0.003463693195953965,0.011707862839102745,0.009138201363384724,0.006881721317768097,0.02016420103609562,0.008910330943763256,0.007112210150808096,0.015272590331733227,0.012401362881064415,0.012140980921685696,0.7220742702484131,0.9343842267990112,0.12836523354053497,0.05080857500433922,0.7278918027877808,0.9569278955459595,0.9512689113616943,0.5352382659912109,0.8623772263526917,0.007898041978478432,0.7980747818946838,0.019710253924131393,0.020719710737466812
00032,0.1382591277360916,0.12822411954402924,0.18968814611434937,0.06910207122564316,0.11476007103919983,0.14496643841266632,0.1968011111021042,0.12023324519395828,0.14046995341777802,0.05707310140132904,0.22978241741657257,0.06595202535390854,0.05686141923069954,0.06405261904001236,0.06112327426671982,0.056932248175144196,0.07689731568098068,0.09667401760816574,0.06283123791217804,0.11955483257770538,0.10102171450853348,0.14941459894180298,0.13197225332260132,0.1812538355588913,0.15930752456188202,0.06509046256542206,0.12094595283269882,0.06247685104608536,0.06614933162927628
00033,0.08512630313634872,0.05837897211313248,0.28787145018577576,0.017991315573453903,0.089360810816288,0.0634266659617424,0.16052208840847015,0.030914487317204475,0.0552833266556263,0.015078958123922348,0.3078223466873169,0.04451519995927811,0.02175864391028881,0.04481587931513786,0.043973445892333984,0.04077911004424095,0.0117572583258152,0.017446931451559067,0.010589247569441795,0.09145773202180862,0.05242409184575081,0.0481114462018013,0.034945499151945114,0.10363464057445526,0.08396308124065399,0.02808184176683426,0.040733933448791504,0.04982301592826843,0.05895870551466942
00034,0.6346307992935181,0.9185636639595032,0.08306926488876343,0.05083233863115311,0.7434787750244141,0.9545244574546814,0.9389019012451172,0.5858853459358215,0.8846418857574463,0.00592136662453413,0.7005601525306702,0.008251871913671494,0.006014144513756037,0.012854366563260555,0.011141796596348286,0.01041495706886053,0.0022469479590654373,0.0010057698236778378,0.010520589537918568,0.0068346732296049595,0.003588942578062415,0.001606681733392179,0.003600879805162549,0.011515626683831215,0.008550900965929031,0.006361240521073341,0.01686268299818039,0.015438253059983253,0.01486238557845354
00035,0.8893271088600159,0.9392815232276917,0.6253665089607239,0.26522204279899597,0.7526881694793701,0.9472275972366333,0.9513091444969177,0.879167377948761,0.9568008780479431,0.01657736673951149,0.5914016366004944,0.03203407675027847,0.01877547800540924,0.03186427056789398,0.028113998472690582,0.028695153072476387,0.018422499299049377,0.01268967054784298,0.03418036550283432,0.04468229413032532,0.03230386972427368,0.01781964860856533,0.0323481410741806,0.04122581332921982,0.05373776704072952,0.020950963720679283,0.019563691690564156,0.028277378529310226,0.026955457404255867
00036,0.01970008946955204,0.0322403758764267,0.01883726194500923,0.07997486740350723,0.05421138554811478,0.08278106898069382,0.07044925540685654,0.1727062463760376,0.1395767629146576,0.020499762147665024,0.049099989235401154,0.04217961058020592,0.021938011050224304,0.05158286541700363,0.045121412724256516,0.0448027029633522,0.047991927713155746,0.03907905891537666,0.13794580101966858,0.017957478761672974,0.07352730631828308,0.049073148518800735,0.11706220358610153,0.03636002913117409,0.07442224025726318,0.015193672850728035,0.18538594245910645,0.06002159044146538,0.04925564303994179
00037,0.6221280694007874,0.9198709726333618,0.06830425560474396,0.05122258886694908,0.7552986145019531,0.9555647969245911,0.938503623008728,0.5481951832771301,0.8781032562255859,0.0077396053820848465,0.6488012075424194,0.009096496738493443,0.007484929636120796,0.012543904595077038,0.011326711624860764,0.010592860169708729,0.0030277946498245,0.0012674641329795122,0.013125866651535034,0.007789965718984604,0.003930761478841305,0.0018752007745206356,0.004489731043577194,0.013631423935294151,0.010042882524430752,0.007776429411023855,0.017668811604380608,0.014575522392988205,0.014141706749796867
00038,0.12113608419895172,0.07490617781877518,0.2578447461128235,0.052689455449581146,0.09347440302371979,0.07133716344833374,0.1300179660320282,0.10245150327682495,0.1166970506310463,0.02490140125155449,0.4522581994533539,0.045375872403383255,0.03151949122548103,0.10197869688272476,0.07862750440835953,0.07282500714063644,0.1645299792289734,0.21262423694133759,0.12512461841106415,0.06354878842830658,0.18876802921295166,0.2591148912906647,0.317949503660202,0.11730942130088806,0.18824870884418488,0.028262706473469734,0.4501892626285553,0.1384555548429489,0.1370479166507721
00039,0.003299441421404481,0.0011402908712625504,0.010933341458439827,0.007066715508699417,0.0021914991084486246,0.0011433499166741967,0.002709861844778061,0.005684405565261841,0.004342499189078808,0.009840048849582672,0.027841247618198395,0.012142552994191647,0.009194289334118366,0.0314730666577816,0.021537311375141144,0.0208122618496418,0.9168614149093628,0.9608587026596069,0.6031613349914551,0.024378784000873566,0.6206275224685669,0.9329636096954346,0.9625028371810913,0.17491154372692108,0.6129181981086731,0.009014113806188107,0.9572814106941223,0.04552857577800751,0.04633815214037895
00040,0.004719614516943693,0.004949119873344898,0.006900020409375429,0.015345491468906403,0.00826958380639553,0.006405020132660866,0.01053840946406126,0.011810444295406342,0.014643571339547634,0.006234746892005205,0.005832734052091837,0.020993907004594803,0.007598692085593939,0.028754062950611115,0.025507237762212753,0.02283400110900402,0.925250232219696,0.9286575317382812,0.940712571144104,0.07357683032751083,0.7460504770278931,0.8661360144615173,0.9446833729743958,0.4263836443424225,0.8218984603881836,0.0068031195551157,0.916416585445404,0.025119444355368614,0.026869868859648705
00041,0.002553490689024329,0.0009747089934535325,0.011294540949165821,0.009205524809658527,0.003848105436190963,0.0016459956532344222,0.003558082040399313,0.012749857269227505,0.010163865052163601,0.006881329696625471,0.024347996339201927,0.009323537349700928,0.007628112565726042,0.017503563314676285,0.01410592533648014,0.013839300721883774,0.7522355318069458,0.9409742951393127,0.15310734510421753,0.044656869024038315,0.8017848134040833,0.9588541984558105,0.9604431986808777,0.4666433036327362,0.8577278256416321,0.007691271137446165,0.8511486649513245,0.023533400148153305,0.024379592388868332
00042,0.0024864033330231905,0.0010529536521062255,0.011461084708571434,0.010063127614557743,0.005344500299543142,0.001991857308894396,0.004178714472800493,0.016256140545010567,0.013028409332036972,0.0075103892013430595,0.022789401933550835,0.009881255216896534,0.008467573672533035,0.01591264083981514,0.01400383748114109,0.013642762787640095,0.6641866564750671,0.9347825646400452,0.08765901625156403,0.08796423673629761,0.8701525330543518,0.9696691632270813,0.9580962657928467,0.721749484539032,0.931561291217804,0.00935428962111473,0.7845576405525208,0.020282305777072906,0.021564099937677383
00043,0.005276720970869064,0.004690981470048428,0.010958924889564514,0.015585746616125107,0.009610605426132679,0.00588965555652976,0.010928118601441383,0.014151761308312416,0.01789207197725773,0.007003745995461941,0.006728895008563995,0.017745964229106903,0.008323315531015396,0.01943308301270008,0.01952817663550377,0.017112141475081444,0.9232155680656433,0.9588123559951782,0.7937015891075134,0.2014351636171341,0.7945607900619507,0.9523446559906006,0.9627437591552734,0.8029466271400452,0.9458439946174622,0.010149737820029259,0.8051669597625732,0.016328895464539528,0.018819676712155342
00044,0.7613732814788818,0.9417986273765564,0.1801174283027649,0.016391649842262268,0.6566269397735596,0.9422965049743652,0.9574118256568909,0.17383021116256714,0.6795976161956787,0.0032956975046545267,0.870132565498352,0.005606164690107107,0.003799634287133813,0.010710579343140125,0.009108053520321846,0.0081573985517025,0.0012925502378493547,0.0003861039294861257,0.009091679938137531,0.0035327894147485495,0.001368222525343299,0.0005022211116738617,0.0014242721954360604,0.0038367314264178276,0.003068873891606927,0.004135035909712315,0.014005371369421482,0.014789201319217682,0.014578960835933685
00045,0.11758910119533539,0.1468408703804016,0.11222828179597855,0.05980732664465904,0.15345710515975952,0.19002032279968262,0.24214158952236176,0.1444559395313263,0.1924576610326767,0.020537588745355606,0.426724910736084,0.03865480422973633,0.023401372134685516,0.07951293885707855,0.06371749937534332,0.057161252945661545,0.11411969363689423,0.08584331721067429,0.24365338683128357,0.02842334844172001,0.09350361675024033,0.08460956811904907,0.16341567039489746,0.051880884915590286,0.08771952241659164,0.018902665004134178,0.4773041903972626,0.11165139824151993,0.10382206737995148
00046,0.02138584665954113,0.016332242637872696,0.024701951071619987,0.008848165161907673,0.008179990574717522,0.021267611533403397,0.03952646628022194,0.022101882845163345,0.027662860229611397,0.00657569570466876,0.05552579089999199,0.006188704166561365,0.006068050395697355,0.010072821751236916,0.008319047279655933,0.008089209906756878,0.01646861620247364,0.026608392596244812,0.007447780575603247,0.012405958957970142,0.017654797062277794,0.04849040508270264,0.0573895201086998,0.0358128622174263,0.05009910464286804,0.008030137047171593,0.036064617335796356,0.01247559953480959,0.012638592161238194
00047,0.3184094727039337,0.8074320554733276,0.035038311034440994,0.10186552256345749,0.8181142210960388,0.9427493214607239,0.8725931644439697,0.8036760091781616,0.9384130239486694,0.010984973050653934,0.4354685842990875,0.012924007140100002,0.010550768114626408,0.015369483269751072,0.015498083084821701,0.014317772351205349,0.0030974270775914192,0.002276382874697447,0.011626685038208961,0.014090985991060734,0.010226579383015633,0.005231736693531275,0.009514806792140007,0.03465954586863518,0.024598006159067154,0.009424978867173195,0.01903269812464714,0.017333030700683594,0.016912931576371193
00048,0.12645606696605682,0.08531560003757477,0.22903698682785034,0.0485135093331337,0.08973202854394913,0.08293985575437546,0.14142197370529175,0.10281996428966522,0.12111048400402069,0.024119215086102486,0.4226900041103363,0.037865445017814636,0.02840065024793148,0.07915142178535461,0.06242997571825981,0.05763116478919983,0.14724138379096985,0.18763777613639832,0.1058727279305458,0.05604863539338112,0.15654852986335754,0.22727560997009277,0.2795366048812866,0.10803545266389847,0.16902212798595428,0.027157096192240715,0.3857386112213135,0.10529832541942596,0.10485520213842392
00049,0.002586143324151635,0.001212814822793007,0.010988559573888779,0.010493551380932331,0.005952660460025072,0.002515035215765238,0.004849395714700222,0.0194720271974802,0.01544173713773489,0.00821633543819189,0.020978063344955444,0.009837377816438675,0.00887169037014246,0.01437065377831459,0.012996246106922626,0.012799994088709354,0.58043372631073,0.9184336066246033,0.06384719908237457,0.09884098917245865,0.8602956533432007,0.9670994281768799,0.9479378461837769,0.7607849836349487,0.9364878535270691,0.010235439985990524,0.7093929648399353,0.017763109877705574,0.01887020282447338
